右,right,32,1,33
前,front,31,2,33
后,back; behind,29,4,33
内,inside; in,31,2,33
外,outside; out,27,6,33
东,east,29,4,33
西,west,27,6,33
南,south,30,3,33
北,north,31,2,33
门,door; gate,32,1,33
