一,one,45152,0,45152
二,two,41056,4096,45152
三,three,45152,0,45152
四,four,41056,4096,45152
五,five,45152,0,45152
六,six,45152,0,45152
七,seven,45076,76,45152
八,eight,61568,0,61568
九,nine,59400,2168,61568
十,ten,45152,0,45152
