八,eight,959,0,959
九,nine,927,32,959
百,hundred,24,1,25
千,thousand,23,2,25
大,big; large,19,6,25
小,small; little,23,2,25
上,up; above,24,1,25
下,down; below,24,1,25
中,middle; center,24,1,25
左,left,24,1,25
