水,water; liquid,5131,256,5387
人,person; human,5383,4,5387
手,hand,4619,768,5387
心,heart; mind,5387,0,5387
口,mouth,5387,0,5387
日,sun; day,5643,256,5899
火,fire,5387,0,5387
木,wood; tree,4619,768,5387
目,eye,5899,0,5899
女,woman; female,5643,256,5899
