跑,run,28,2,30
来,come,26,4,30
去,go,28,2,30
看,see; look,25,7,32
听,listen; hear,27,3,30
说,speak; say,24,6,30
读,read,29,1,30
写,write,28,2,30
学,learn; study,29,1,30
教,teach,27,3,30
