水,water; liquid,41052,2048,43100
人,person; human,43068,32,43100
言,speech; words,15,10,25
手,hand,36956,6144,43100
心,heart; mind,43100,0,43100
火,fire,43100,0,43100
土,earth; soil,19,6,25
木,wood; tree,36956,6144,43100
金,metal; gold,21,2,23
口,mouth,43100,0,43100
