懂,understand,15,3,18
记得,remember,16,4,20
忘记,forget,15,3,18
买,buy,120,16,136
卖,sell,136,0,136
付钱,pay,16,4,20
价格,cost; price,15,5,20
便宜,cheap,16,4,20
贵,expensive,16,4,20
免费,free,14,6,20
