做饭,cook,10,1,11
洗,wash,8,3,11
干净,clean,10,1,11
穿,wear,9,2,11
脱,take off,10,1,11
玩,play,10,1,11
工作,work,9,2,11
学习,study,9,2,11
教,teach,10,1,11
学,learn,9,2,11
