做,do; make,346,129,475
可以,can; able to,30,9,39
要,want; wish,380,92,472
喜欢,like; love,428,44,472
知道,know,28,11,39
想,think,30,7,37
感觉,feel,36,1,37
希望,hope,32,5,37
需要,need,29,10,39
帮助,help,34,3,37
