什么时候,when,32,8,40
怎么,how,32,7,39
为什么,why,34,5,39
谁,who,30,11,41
哪个,which,38,1,39
是,yes; be; am/is/are,36,4,40
不,no,36,3,39
有,have; there is,32,8,40
没有,not have; there isn't,32,7,39
