when,什么时候,0,0,0
how,怎么,0,0,0
why,为什么,0,0,0
who,谁,0,0,0
which,哪个,0,0,0
yes,是,0,0,0
no,不,0,0,0
have; there is,有,0,0,0
not have; there isn't,没有,0,0,0
be; am/is/are,是,0,0,0
